1022.4096328402,2999.7322128659,0.0000000000,32.5000000000,73.8927665141,-4.3759019694,-0.5318713617,-2.8145682396,-4.0276546928,
1024.1526261139,2696.9573733795,3.7292764993,25.5000000000,73.0778817053,-3.7314473759,0.4027871014,1.4115273003,1.2118962565,
1020.4478438370,2695.7853593100,2.6812010898,23.5000000000,72.7751440105,-3.5924868341,0.2723103065,1.0484779316,3.8979512782,
1024.7015477876,2723.7819534582,4.8074198627,29.5000000000,72.4905511251,-4.1357654706,-0.5514249718,-0.7076985996,3.2454191384,
1023.1793687571,2758.7701488255,3.7442827223,34.0000000000,73.1933102951,-2.7131761545,0.4150181969,-1.9348754426,-3.4843817095,
1022.3835141876,2698.2428220879,1.4031316769,34.0000000000,73.0718937221,-1.2441331450,-0.4830849004,0.9815978942,0.0413496329,
1022.5600347194,2683.5474061721,2.5544152038,34.0000000000,72.0093029738,-1.9275076889,3.9430782100,2.4519305774,0.7838248942,
1020.6936866515,2410.7693251310,1.2897125970,33.0000000000,72.6289430413,-2.7077320362,4.6861920031,5.2573110033,1.4962156027,
1023.5364899871,2902.7250582977,1.2645648610,33.5000000000,72.4906989080,-2.0240287660,2.6591558009,2.4519425331,0.6999089235,
1020.2837898407,2441.5290399735,1.8925378927,31.5000000000,73.1144746521,-1.0135885334,0.6011794931,-2.5774053274,-2.3576393016,
1024.6141236666,2347.1979144775,1.8096083911,33.5000000000,71.8892424328,-1.2792238498,0.5453781032,-4.5722108271,-3.2314179808,
1020.2321089430,2316.2772975403,4.4986641534,35.0000000000,70.4081708650,-4.3385398690,-1.5549712153,0.7607652978,3.8630574461,
1021.8585713054,2441.3449048820,2.2006715826,40.0000000000,71.1424240752,-4.5090054000,-2.8117499429,2.5779356154,3.1208681700,
1020.0500645475,2443.5081888567,2.7415736506,36.0000000000,72.1718135042,-4.0241787065,-3.0383875884,-0.9344574315,-0.1066491894,
1022.3301878187,2363.0846513424,1.9384213580,35.0000000000,71.9299985352,-4.1485034887,-4.2210183588,-2.0792577263,1.5501819459,
1022.2520148869,2592.0036706455,2.1131249078,28.5000000000,72.0871478441,-2.0627286762,1.0502671726,0.3046916847,0.5680179644,
1021.3102100374,2383.6557505064,2.3655693752,32.0000000000,71.7478403047,-2.1181589940,3.0675607410,1.7532936233,4.4574719932,
1020.5113928113,2713.8669748302,1.4378005800,34.0000000000,72.5109775319,-2.8213199837,2.0633261540,5.3954228072,3.8304433101,
1021.9536535455,3279.1016507347,2.6582360047,45.0000000000,73.7662025625,-3.8317996423,0.3546620846,-2.9372074417,5.6337371174,
1023.9783439804,3859.6971356424,3.6351670220,55.5000000000,76.4807929651,-6.0476284429,0.1998564173,-7.7615077623,1.1140994764,
1024.4038080133,4351.7729949828,5.3896581819,57.5000000000,77.8459054023,-4.4235731193,-0.9421035461,-4.0899904688,2.7234186066,
1023.8475763484,4613.6529781252,6.9341971596,62.5000000000,75.7897755194,-6.7907192954,3.6250222512,-2.1456068424,4.2078265779,
1023.1694974121,4478.5574146912,4.4136863303,66.5000000000,77.0668344050,-6.1103809218,2.9675952837,-2.0439160014,5.2821119366,
1024.1830757146,4685.1553517612,2.8593162454,61.5000000000,77.1138417180,-5.9425464459,2.5462741266,-3.7029731031,4.0669919586,
1024.5191369499,4551.1593676495,3.4088677952,64.0000000000,77.9399473241,-6.1596725910,2.1274320080,-4.8803885604,3.1393352091,
1023.9335295948,4399.1858936228,3.6442754814,62.0000000000,76.5904541094,-6.9550385706,-0.9072292765,-8.1674356315,1.5336704402,
1024.1048327211,3809.3892676935,8.1695226361,66.0000000000,75.5940148976,-8.5298476095,-2.9870563897,-2.6021862681,4.6604288077,
1024.2317399745,3484.4220689041,1.6673590729,69.5000000000,75.7911535351,-8.9821870360,-2.7753788365,-1.6865471688,1.4308262448,
1024.6558388433,3569.9027945797,2.5124996845,65.5000000000,75.5454323418,-8.9347492444,-3.3296293278,-2.8129713215,2.1027701482,
1024.9382129098,3508.8741698546,3.1765123124,61.0000000000,75.2750624627,-8.8162539724,-3.4236862415,-7.1960592575,0.2524147231,
1024.4529432666,3518.6078655947,3.5522356472,57.5000000000,76.2564116728,-8.7454964670,-2.2815088230,-6.0391131071,0.7985309211,
1024.6299788172,3620.1179141050,1.2987449287,59.5000000000,76.8829020138,-7.7393919432,-1.0833770358,-1.4963911159,3.7904001068,
1024.1405020562,3762.3962901336,2.6967129976,55.0000000000,76.4939767177,-8.0543960492,-0.7732044029,-0.1153246794,2.5263314171,
1024.7842740926,3888.2238806104,3.0271148345,50.5000000000,77.0884153320,-7.6969944863,-2.0166333625,-2.5062139522,-2.5716283003,
1024.9553103534,3611.4349100772,1.4300554277,49.0000000000,77.0256365966,-7.8413325441,-3.2792078900,-4.0182294201,-3.1118885241,
1024.4583788211,3818.7004919975,2.4943292890,44.5000000000,76.3046215251,-6.5713300139,-0.3500936521,-0.8693364194,2.6216948443,
1024.7061540279,3528.4270025120,3.8214317974,43.5000000000,76.3867722044,-4.8061268633,0.0675911711,1.4040369274,6.1333887758,
1024.0143356589,3670.7539262165,0.7624052635,36.5000000000,76.4524824807,-3.9458332982,1.4067314592,-0.6442894679,4.0330966675,
1024.4150802693,3556.7300150048,1.4422329273,37.0000000000,77.1328267625,-4.2744105524,0.7433645746,-2.3683195709,0.5916513135,
1022.7217939007,3464.0056281895,1.7307213974,43.5000000000,75.7954377942,-4.4776879648,0.3541693173,-5.9877980572,2.4136924563,
